"seed","n_participants","n_items","prevalence","method","model","param_name","true_value","predicted_value","rmse","bias"
"1234",150,60,"equal","bf_ps","internal","b0",0,0.0353446143874875,0.0353446143874875,0.0353446143874875
"1234",150,60,"equal","bf_ps","internal","bint",2.5,2.48579213776682,0.0142078622331834,-0.0142078622331834
"1234",150,60,"equal","bf_ps","external","bext",1.75,1.53319578308079,0.216804216919214,-0.216804216919214
"1234",150,60,"equal","bf_ps","sequential","b0",0,0.0353446143874875,0.0353446143874875,0.0353446143874875
"1234",150,60,"equal","bf_ps","sequential","bint",2.5,2.48579213776682,0.0142078622331834,-0.0142078622331834
"1234",150,60,"equal","bf_ps","sequential","bext",1.75,1.53319578308079,0.216804216919214,-0.216804216919214
"1234",150,60,"equal","bf_ps","sequential","z",1,0.920161567547129,0.079838432452871,-0.079838432452871
"1234",150,60,"equal","bf_ps","integrative","b0",0,0.0353446143874875,0.0353446143874875,0.0353446143874875
"1234",150,60,"equal","bf_ps","integrative","bint",2.5,2.48579213776682,0.0142078622331834,-0.0142078622331834
"1234",150,60,"equal","bf_ps","integrative","bext",1.75,1.53319578308079,0.216804216919214,-0.216804216919214
"1234",150,60,"equal","psis","internal","b0",0,0.0851216856643179,0.0851216856643179,0.0851216856643179
"1234",150,60,"equal","psis","internal","bint",2.5,1.44729110188111,1.05270889811889,-1.05270889811889
"1234",150,60,"equal","psis","external","bext",1.75,1.62418530408914,0.125814695910864,-0.125814695910864
"1234",150,60,"equal","psis","sequential","b0",0,-0.0323856471979202,0.0323856471979202,-0.0323856471979202
"1234",150,60,"equal","psis","sequential","bint",2.5,1.23838740988619,1.26161259011381,-1.26161259011381
"1234",150,60,"equal","psis","sequential","bext",1.75,1.83784893971073,0.0878489397107343,0.0878489397107343
"1234",150,60,"equal","psis","sequential","z",1,0.840946226648453,0.159053773351547,-0.159053773351547
"1234",150,60,"equal","psis","integrative","b0",0,-0.0822623085561376,0.0822623085561376,-0.0822623085561376
"1234",150,60,"equal","psis","integrative","bint",2.5,1.56207929004253,0.937920709957466,-0.937920709957466
"1234",150,60,"equal","psis","integrative","bext",1.75,1.58902229908017,0.16097770091983,-0.16097770091983
"1234",150,60,"equal","waic","internal","b0",0,-0.0110073353468857,0.0110073353468857,-0.0110073353468857
"1234",150,60,"equal","waic","internal","bint",2.5,1.47587762183575,1.02412237816425,-1.02412237816425
"1234",150,60,"equal","waic","external","bext",1.75,1.56075902497219,0.189240975027811,-0.189240975027811
"1234",150,60,"equal","waic","sequential","b0",0,-0.170037425281057,0.170037425281057,-0.170037425281057
"1234",150,60,"equal","waic","sequential","bint",2.5,1.31394211010807,1.18605788989193,-1.18605788989193
"1234",150,60,"equal","waic","sequential","bext",1.75,1.7963829069115,0.0463829069115036,0.0463829069115036
"1234",150,60,"equal","waic","sequential","z",1,0.90973166919602,0.0902683308039801,-0.0902683308039801
"1234",150,60,"equal","waic","integrative","b0",0,0.0592216220012191,0.0592216220012191,0.0592216220012191
"1234",150,60,"equal","waic","integrative","bint",2.5,1.28933932818755,1.21066067181245,-1.21066067181245
"1234",150,60,"equal","waic","integrative","bext",1.75,1.5798925040277,0.170107495972297,-0.170107495972297
"1234",150,60,"equal","hbi","internal","b0",0,-0.0493063670492561,0.0493063670492561,-0.0493063670492561
"1234",150,60,"equal","hbi","internal","bint",2.5,2.42062262419171,0.0793773758082881,-0.0793773758082881
"1234",150,60,"equal","hbi","external","bext",1.75,1.74933828743144,0.000661712568563733,-0.000661712568563733
"1234",150,60,"equal","hbi","sequential","b0",0,-2.18303643012327,2.18303643012327,-2.18303643012327
"1234",150,60,"equal","hbi","sequential","bint",2.5,2.97877279312048,0.478772793120483,0.478772793120483
"1234",150,60,"equal","hbi","sequential","bext",1.75,2.96834314362805,1.21834314362805,1.21834314362805
"1234",150,60,"equal","hbi","sequential","z",1,0.849999631299391,0.150000368700609,-0.150000368700609
"1234",150,60,"equal","hbi","integrative","b0",0,0.142399416393089,0.142399416393089,0.142399416393089
"1234",150,60,"equal","hbi","integrative","bint",2.5,2.13722485734348,0.36277514265652,-0.36277514265652
"1234",150,60,"equal","hbi","integrative","bext",1.75,1.87214947983746,0.122149479837464,0.122149479837464
"1234",150,60,"extreme","bf_ps","internal","b0",0,0.177554578792275,0.177554578792275,0.177554578792275
"1234",150,60,"extreme","bf_ps","internal","bint",2.5,2.45391869151646,0.0460813084835374,-0.0460813084835374
"1234",150,60,"extreme","bf_ps","external","bext",1.75,1.74919105221501,0.00080894778499041,-0.00080894778499041
"1234",150,60,"extreme","bf_ps","sequential","b0",0,0.177554578792275,0.177554578792275,0.177554578792275
"1234",150,60,"extreme","bf_ps","sequential","bint",2.5,2.45391869151646,0.0460813084835374,-0.0460813084835374
"1234",150,60,"extreme","bf_ps","sequential","bext",1.75,1.74919105221501,0.00080894778499041,-0.00080894778499041
"1234",150,60,"extreme","bf_ps","sequential","z",1,0.798360216385364,0.201639783614636,-0.201639783614636
"1234",150,60,"extreme","bf_ps","integrative","b0",0,0.177554578792275,0.177554578792275,0.177554578792275
"1234",150,60,"extreme","bf_ps","integrative","bint",2.5,2.45391869151646,0.0460813084835374,-0.0460813084835374
"1234",150,60,"extreme","bf_ps","integrative","bext",1.75,1.74919105221501,0.00080894778499041,-0.00080894778499041
"1234",150,60,"extreme","psis","internal","b0",0,0.0488481076558294,0.0488481076558294,0.0488481076558294
"1234",150,60,"extreme","psis","internal","bint",2.5,2.3358182781922,0.164181721807797,-0.164181721807797
"1234",150,60,"extreme","psis","external","bext",1.75,1.92256406342972,0.172564063429722,0.172564063429722
"1234",150,60,"extreme","psis","sequential","b0",0,-0.186539003549164,0.186539003549164,-0.186539003549164
"1234",150,60,"extreme","psis","sequential","bint",2.5,2.08468787935073,0.415312120649268,-0.415312120649268
"1234",150,60,"extreme","psis","sequential","bext",1.75,1.33578845585912,0.414211544140879,-0.414211544140879
"1234",150,60,"extreme","psis","sequential","z",1,0.663866245426963,0.336133754573037,-0.336133754573037
"1234",150,60,"extreme","psis","integrative","b0",0,-0.0718257128576994,0.0718257128576994,-0.0718257128576994
"1234",150,60,"extreme","psis","integrative","bint",2.5,2.12369663830259,0.376303361697409,-0.376303361697409
"1234",150,60,"extreme","psis","integrative","bext",1.75,1.61660617736263,0.133393822637373,-0.133393822637373
"1234",150,60,"extreme","waic","internal","b0",0,0.204817511949884,0.204817511949884,0.204817511949884
"1234",150,60,"extreme","waic","internal","bint",2.5,2.44535807724999,0.0546419227500063,-0.0546419227500063
"1234",150,60,"extreme","waic","external","bext",1.75,1.87366104947625,0.123661049476247,0.123661049476247
"1234",150,60,"extreme","waic","sequential","b0",0,-0.461939434895669,0.461939434895669,-0.461939434895669
"1234",150,60,"extreme","waic","sequential","bint",2.5,2.09657045851882,0.403429541481183,-0.403429541481183
"1234",150,60,"extreme","waic","sequential","bext",1.75,1.54104049761271,0.208959502387286,-0.208959502387286
"1234",150,60,"extreme","waic","sequential","z",1,0.753450044914688,0.246549955085312,-0.246549955085312
"1234",150,60,"extreme","waic","integrative","b0",0,-0.309471149980156,0.309471149980156,-0.309471149980156
"1234",150,60,"extreme","waic","integrative","bint",2.5,1.66467074706416,0.835329252935844,-0.835329252935844
"1234",150,60,"extreme","waic","integrative","bext",1.75,1.58593650207073,0.164063497929272,-0.164063497929272
"1234",150,60,"extreme","hbi","internal","b0",0,0.203990965300105,0.203990965300105,0.203990965300105
"1234",150,60,"extreme","hbi","internal","bint",2.5,2.36048178735417,0.139518212645827,-0.139518212645827
"1234",150,60,"extreme","hbi","external","bext",1.75,1.9982189547202,0.248218954720201,0.248218954720201
"1234",150,60,"extreme","hbi","sequential","b0",0,0.186219393498148,0.186219393498148,0.186219393498148
"1234",150,60,"extreme","hbi","sequential","bint",2.5,2.7112834479741,0.211283447974101,0.211283447974101
"1234",150,60,"extreme","hbi","sequential","bext",1.75,2.12681334382908,0.376813343829083,0.376813343829083
"1234",150,60,"extreme","hbi","sequential","z",1,0.850000919548439,0.149999080451561,-0.149999080451561
"1234",150,60,"extreme","hbi","integrative","b0",0,-0.0660407671524647,0.0660407671524647,-0.0660407671524647
"1234",150,60,"extreme","hbi","integrative","bint",2.5,2.38357592950033,0.116424070499668,-0.116424070499668
"1234",150,60,"extreme","hbi","integrative","bext",1.75,2.1279952214755,0.377995221475495,0.377995221475495
"1234",150,120,"equal","bf_ps","internal","b0",0,0.0232895726083854,0.0232895726083854,0.0232895726083854
"1234",150,120,"equal","bf_ps","internal","bint",2.5,2.45346907795466,0.0465309220453354,-0.0465309220453354
"1234",150,120,"equal","bf_ps","external","bext",1.75,1.32209939714806,0.427900602851939,-0.427900602851939
"1234",150,120,"equal","bf_ps","sequential","b0",0,0.0232895726083854,0.0232895726083854,0.0232895726083854
"1234",150,120,"equal","bf_ps","sequential","bint",2.5,2.45346907795466,0.0465309220453354,-0.0465309220453354
"1234",150,120,"equal","bf_ps","sequential","bext",1.75,1.32209939714806,0.427900602851939,-0.427900602851939
"1234",150,120,"equal","bf_ps","sequential","z",1,1.03689760771029,0.0368976077102876,0.0368976077102876
"1234",150,120,"equal","bf_ps","integrative","b0",0,0.0232895726083854,0.0232895726083854,0.0232895726083854
"1234",150,120,"equal","bf_ps","integrative","bint",2.5,2.45346907795466,0.0465309220453354,-0.0465309220453354
"1234",150,120,"equal","bf_ps","integrative","bext",1.75,1.32209939714806,0.427900602851939,-0.427900602851939
"1234",150,120,"equal","psis","internal","b0",0,0.337491250835888,0.337491250835888,0.337491250835888
"1234",150,120,"equal","psis","internal","bint",2.5,1.77178212247806,0.728217877521935,-0.728217877521935
"1234",150,120,"equal","psis","external","bext",1.75,1.58673284852875,0.163267151471247,-0.163267151471247
"1234",150,120,"equal","psis","sequential","b0",0,-0.233357249445659,0.233357249445659,-0.233357249445659
"1234",150,120,"equal","psis","sequential","bint",2.5,1.468918241043,1.031081758957,-1.031081758957
"1234",150,120,"equal","psis","sequential","bext",1.75,1.51599367004067,0.234006329959329,-0.234006329959329
"1234",150,120,"equal","psis","sequential","z",1,1.08838193190339,0.0883819319033936,0.0883819319033936
"1234",150,120,"equal","psis","integrative","b0",0,-0.218153739372878,0.218153739372878,-0.218153739372878
"1234",150,120,"equal","psis","integrative","bint",2.5,1.56462542468531,0.935374575314688,-0.935374575314688
"1234",150,120,"equal","psis","integrative","bext",1.75,1.27092676397271,0.479073236027293,-0.479073236027293
"1234",150,120,"equal","waic","internal","b0",0,0.219690061937127,0.219690061937127,0.219690061937127
"1234",150,120,"equal","waic","internal","bint",2.5,1.89218189626183,0.607818103738172,-0.607818103738172
"1234",150,120,"equal","waic","external","bext",1.75,1.31374974056578,0.436250259434225,-0.436250259434225
"1234",150,120,"equal","waic","sequential","b0",0,-0.0167686926211463,0.0167686926211463,-0.0167686926211463
"1234",150,120,"equal","waic","sequential","bint",2.5,1.93119448089548,0.568805519104524,-0.568805519104524
"1234",150,120,"equal","waic","sequential","bext",1.75,1.63548551349765,0.114514486502347,-0.114514486502347
"1234",150,120,"equal","waic","sequential","z",1,1.18355163424016,0.18355163424016,0.18355163424016
"1234",150,120,"equal","waic","integrative","b0",0,-0.272684498997444,0.272684498997444,-0.272684498997444
"1234",150,120,"equal","waic","integrative","bint",2.5,1.4790338022624,1.0209661977376,-1.0209661977376
"1234",150,120,"equal","waic","integrative","bext",1.75,1.30887527723631,0.441124722763693,-0.441124722763693
"1234",150,120,"equal","hbi","internal","b0",0,0.101938046289276,0.101938046289276,0.101938046289276
"1234",150,120,"equal","hbi","internal","bint",2.5,2.5713457438628,0.0713457438628038,0.0713457438628038
"1234",150,120,"equal","hbi","external","bext",1.75,1.81798487830999,0.0679848783099946,0.0679848783099946
"1234",150,120,"equal","hbi","sequential","b0",0,-0.00319631669281493,0.00319631669281493,-0.00319631669281493
"1234",150,120,"equal","hbi","sequential","bint",2.5,2.17543050409831,0.324569495901693,-0.324569495901693
"1234",150,120,"equal","hbi","sequential","bext",1.75,2.31259022586809,0.562590225868086,0.562590225868086
"1234",150,120,"equal","hbi","sequential","z",1,0.850113099974609,0.149886900025391,-0.149886900025391
"1234",150,120,"equal","hbi","integrative","b0",0,-0.0281917464883136,0.0281917464883136,-0.0281917464883136
"1234",150,120,"equal","hbi","integrative","bint",2.5,2.0468349227345,0.453165077265501,-0.453165077265501
"1234",150,120,"equal","hbi","integrative","bext",1.75,1.60952852107246,0.14047147892754,-0.14047147892754
"1234",150,120,"extreme","bf_ps","internal","b0",0,0.0092686418950674,0.0092686418950674,0.0092686418950674
"1234",150,120,"extreme","bf_ps","internal","bint",2.5,2.42828910413369,0.0717108958663069,-0.0717108958663069
"1234",150,120,"extreme","bf_ps","external","bext",1.75,1.37568695552489,0.374313044475105,-0.374313044475105
"1234",150,120,"extreme","bf_ps","sequential","b0",0,0.0092686418950674,0.0092686418950674,0.0092686418950674
"1234",150,120,"extreme","bf_ps","sequential","bint",2.5,2.42828910413369,0.0717108958663069,-0.0717108958663069
"1234",150,120,"extreme","bf_ps","sequential","bext",1.75,1.37568695552489,0.374313044475105,-0.374313044475105
"1234",150,120,"extreme","bf_ps","sequential","z",1,0.985694835619741,0.0143051643802589,-0.0143051643802589
"1234",150,120,"extreme","bf_ps","integrative","b0",0,0.0092686418950674,0.0092686418950674,0.0092686418950674
"1234",150,120,"extreme","bf_ps","integrative","bint",2.5,2.42828910413369,0.0717108958663069,-0.0717108958663069
"1234",150,120,"extreme","bf_ps","integrative","bext",1.75,1.37568695552489,0.374313044475105,-0.374313044475105
"1234",150,120,"extreme","psis","internal","b0",0,-0.0432263367397018,0.0432263367397018,-0.0432263367397018
"1234",150,120,"extreme","psis","internal","bint",2.5,2.43954126959626,0.0604587304037416,-0.0604587304037416
"1234",150,120,"extreme","psis","external","bext",1.75,1.66911990883877,0.080880091161228,-0.080880091161228
"1234",150,120,"extreme","psis","sequential","b0",0,-0.0157572755200868,0.0157572755200868,-0.0157572755200868
"1234",150,120,"extreme","psis","sequential","bint",2.5,1.53595478630887,0.964045213691129,-0.964045213691129
"1234",150,120,"extreme","psis","sequential","bext",1.75,1.26353725790695,0.486462742093047,-0.486462742093047
"1234",150,120,"extreme","psis","sequential","z",1,0.967720653976196,0.0322793460238038,-0.0322793460238038
